from,to,round,label
Honest_2,Honest_123,13,Honest
Honest_3,Honest_139,13,Honest
Honest_4,Sybil_25,13,Honest
Honest_5,Honest_23,13,Honest
Honest_6,Smart_6,13,Honest
Honest_7,Honest_59,13,Honest
Honest_8,Smart_13,13,Honest
Honest_9,Honest_135,13,Honest
Honest_10,Honest_136,13,Honest
Honest_11,Sybil_6,13,Honest
Honest_12,Sybil_11,13,Honest
Honest_13,Smart_7,13,Honest
Honest_14,Honest_38,13,Honest
Honest_15,Honest_30,13,Honest
Honest_16,Honest_94,13,Honest
Honest_17,Sybil_32,13,Honest
Honest_18,Honest_3,13,Honest
Honest_19,Honest_43,13,Honest
Honest_20,Honest_76,13,Honest
Honest_21,Honest_92,13,Honest
Honest_22,Honest_100,13,Honest
Honest_23,Sybil_28,13,Honest
Honest_24,Sybil_15,13,Honest
Honest_25,Smart_8,13,Honest
Honest_26,Honest_17,13,Honest
Honest_27,Honest_41,13,Honest
Honest_28,Honest_20,13,Honest
Honest_29,Honest_133,13,Honest
Honest_30,Honest_61,13,Honest
Honest_31,Smart_17,13,Honest
Honest_32,Honest_74,13,Honest
Honest_33,Sybil_1,13,Honest
Honest_34,Honest_23,13,Honest
Honest_35,Sybil_25,13,Honest
Honest_36,Smart_15,13,Honest
Honest_37,Honest_79,13,Honest
Honest_38,Honest_109,13,Honest
Honest_39,Honest_16,13,Honest
Honest_40,Honest_8,13,Honest
Honest_41,Honest_46,13,Honest
Honest_42,Honest_53,13,Honest
Honest_43,Honest_122,13,Honest
Honest_44,Honest_43,13,Honest
Honest_45,Honest_27,13,Honest
Honest_46,Honest_40,13,Honest
Honest_47,Honest_12,13,Honest
Honest_48,Honest_110,13,Honest
Honest_49,Honest_110,13,Honest
Honest_50,Honest_120,13,Honest
Honest_51,Honest_60,13,Honest
Honest_52,Honest_127,13,Honest
Honest_53,Sybil_39,13,Honest
Honest_54,Honest_71,13,Honest
Honest_55,Honest_80,13,Honest
Honest_56,Honest_96,13,Honest
Honest_57,Honest_69,13,Honest
Honest_58,Honest_62,13,Honest
Honest_59,Sybil_15,13,Honest
Honest_60,Honest_28,13,Honest
Honest_61,Honest_30,13,Honest
Honest_62,Honest_139,13,Honest
Honest_63,Honest_100,13,Honest
Honest_64,Honest_92,13,Honest
Honest_65,Honest_43,13,Honest
Honest_66,Honest_33,13,Honest
Honest_67,Sybil_2,13,Honest
Honest_68,Sybil_27,13,Honest
Honest_69,Honest_46,13,Honest
Honest_70,Sybil_24,13,Honest
Honest_71,Sybil_10,13,Honest
Honest_72,Honest_129,13,Honest
Honest_73,Honest_46,13,Honest
Honest_74,Sybil_7,13,Honest
Honest_75,Smart_1,13,Honest
Honest_76,Smart_3,13,Honest
Honest_77,Honest_103,13,Honest
Honest_78,Honest_95,13,Honest
Honest_79,Smart_4,13,Honest
Honest_80,Sybil_13,13,Honest
Honest_81,Honest_25,13,Honest
Honest_82,Honest_13,13,Honest
Honest_83,Honest_53,13,Honest
Honest_84,Honest_65,13,Honest
Honest_85,Sybil_37,13,Honest
Honest_86,Honest_48,13,Honest
Honest_87,Honest_38,13,Honest
Honest_88,Smart_7,13,Honest
Honest_89,Honest_139,13,Honest
Honest_90,Sybil_23,13,Honest
Honest_91,Smart_5,13,Honest
Honest_92,Honest_116,13,Honest
Honest_93,Honest_57,13,Honest
Honest_94,Honest_123,13,Honest
Honest_95,Honest_43,13,Honest
Honest_96,Honest_139,13,Honest
Honest_97,Honest_89,13,Honest
Honest_98,Honest_93,13,Honest
Honest_99,Honest_26,13,Honest
Honest_100,Sybil_8,13,Honest
Honest_101,Honest_12,13,Honest
Honest_102,Honest_137,13,Honest
Honest_103,Honest_88,13,Honest
Honest_104,Honest_86,13,Honest
Honest_105,Honest_40,13,Honest
Honest_106,Honest_114,13,Honest
Honest_107,Honest_99,13,Honest
Honest_108,Smart_16,13,Honest
Honest_109,Sybil_37,13,Honest
Honest_110,Honest_132,13,Honest
Honest_111,Sybil_20,13,Honest
Honest_112,Sybil_23,13,Honest
Honest_113,Honest_41,13,Honest
Honest_114,Honest_88,13,Honest
Honest_115,Sybil_4,13,Honest
Honest_116,Honest_5,13,Honest
Honest_117,Sybil_28,13,Honest
Honest_118,Honest_11,13,Honest
Honest_119,Sybil_8,13,Honest
Honest_120,Smart_8,13,Honest
Honest_121,Honest_77,13,Honest
Honest_122,Honest_70,13,Honest
Honest_123,Sybil_13,13,Honest
Honest_124,Smart_12,13,Honest
Honest_125,Honest_82,13,Honest
Honest_126,Honest_14,13,Honest
Honest_127,Sybil_20,13,Honest
Honest_128,Sybil_28,13,Honest
Honest_129,Smart_18,13,Honest
Honest_130,Smart_9,13,Honest
Honest_131,Sybil_33,13,Honest
Honest_132,Honest_126,13,Honest
Honest_133,Sybil_13,13,Honest
Honest_134,Honest_116,13,Honest
Honest_135,Smart_10,13,Honest
Honest_136,Honest_68,13,Honest
Honest_137,Honest_20,13,Honest
Honest_138,Honest_135,13,Honest
Honest_139,Honest_89,13,Honest
Smart_0,Honest_51,13,SmartCollusion
Smart_1,Honest_120,13,SmartCollusion
Smart_3,Smart_7,13,SmartCollusion
Smart_4,Honest_17,13,SmartCollusion
Smart_5,Smart_14,13,SmartCollusion
Smart_6,Smart_19,13,SmartCollusion
Smart_7,Smart_2,13,SmartCollusion
Smart_8,Honest_90,13,SmartCollusion
Smart_9,Honest_98,13,SmartCollusion
Smart_10,Honest_78,13,SmartCollusion
Smart_11,Smart_5,13,SmartCollusion
Smart_12,Honest_60,13,SmartCollusion
Smart_13,Smart_17,13,SmartCollusion
Smart_14,Honest_38,13,SmartCollusion
Smart_15,Smart_2,13,SmartCollusion
Smart_16,Honest_33,13,SmartCollusion
Smart_17,Honest_105,13,SmartCollusion
Smart_18,Smart_15,13,SmartCollusion
Smart_19,Smart_10,13,SmartCollusion
Honest_0,Sybil_26,14,Honest
Honest_1,Honest_130,14,Honest
Honest_2,Honest_62,14,Honest
Honest_3,Sybil_14,14,Honest
Honest_4,Sybil_17,14,Honest
Honest_5,Smart_15,14,Honest
Honest_6,Honest_117,14,Honest
Honest_7,Smart_7,14,Honest
Honest_8,Honest_89,14,Honest
Honest_9,Smart_7,14,Honest
Honest_10,Honest_115,14,Honest
Honest_11,Honest_4,14,Honest
Honest_12,Sybil_3,14,Honest
Honest_13,Honest_70,14,Honest
Honest_14,Honest_114,14,Honest
Honest_15,Honest_74,14,Honest
Honest_16,Honest_33,14,Honest
Honest_17,Honest_80,14,Honest
Honest_18,Honest_131,14,Honest
Honest_19,Honest_66,14,Honest
Honest_20,Honest_27,14,Honest
Honest_21,Smart_11,14,Honest
Honest_22,Honest_119,14,Honest
Honest_23,Smart_14,14,Honest
Honest_24,Smart_14,14,Honest
Honest_25,Honest_130,14,Honest
Honest_26,Sybil_1,14,Honest
Honest_27,Honest_80,14,Honest
Honest_28,Sybil_11,14,Honest
Honest_29,Honest_26,14,Honest
Honest_30,Honest_76,14,Honest
Honest_31,Honest_60,14,Honest
Honest_32,Honest_105,14,Honest
Honest_33,Sybil_17,14,Honest
Honest_34,Smart_14,14,Honest
Honest_35,Smart_12,14,Honest
Honest_36,Honest_71,14,Honest
Honest_37,Sybil_36,14,Honest
Honest_38,Honest_73,14,Honest
Honest_39,Honest_54,14,Honest
Honest_40,Honest_97,14,Honest
Honest_41,Sybil_35,14,Honest
Honest_42,Sybil_9,14,Honest
Honest_43,Honest_4,14,Honest
Honest_44,Smart_15,14,Honest
Honest_45,Honest_63,14,Honest
Honest_46,Smart_4,14,Honest
Honest_47,Honest_126,14,Honest
Honest_48,Sybil_36,14,Honest
Honest_49,Sybil_34,14,Honest
Honest_50,Sybil_22,14,Honest
Honest_51,Smart_9,14,Honest
Honest_52,Honest_135,14,Honest
Honest_53,Honest_83,14,Honest
Honest_54,Honest_14,14,Honest
Honest_55,Honest_53,14,Honest
Honest_56,Honest_3,14,Honest
Honest_57,Sybil_13,14,Honest
Honest_59,Sybil_4,14,Honest
Honest_60,Honest_11,14,Honest
Honest_61,Honest_72,14,Honest
Honest_62,Sybil_11,14,Honest
Honest_63,Honest_74,14,Honest
Honest_64,Sybil_22,14,Honest
Honest_65,Honest_97,14,Honest
Honest_66,Honest_18,14,Honest
Honest_67,Honest_6,14,Honest
Honest_68,Honest_139,14,Honest
Honest_69,Honest_76,14,Honest
Honest_70,Sybil_31,14,Honest
Honest_71,Honest_95,14,Honest
Honest_72,Smart_1,14,Honest
Honest_73,Smart_13,14,Honest
Honest_74,Honest_61,14,Honest
Honest_75,Honest_139,14,Honest
Honest_76,Honest_45,14,Honest
Honest_77,Honest_5,14,Honest
Honest_78,Honest_48,14,Honest
Honest_79,Honest_107,14,Honest
Honest_80,Honest_56,14,Honest
Honest_81,Honest_38,14,Honest
Honest_82,Honest_53,14,Honest
Honest_83,Honest_137,14,Honest
Honest_84,Honest_107,14,Honest
Honest_85,Honest_44,14,Honest
Honest_86,Smart_0,14,Honest
Honest_87,Sybil_3,14,Honest
Honest_88,Smart_16,14,Honest
Honest_89,Honest_78,14,Honest
Honest_90,Sybil_9,14,Honest
Honest_91,Honest_101,14,Honest
Honest_92,Honest_50,14,Honest
Honest_93,Honest_46,14,Honest
Honest_94,Honest_49,14,Honest
Honest_95,Honest_82,14,Honest
Honest_96,Honest_0,14,Honest
Honest_97,Honest_45,14,Honest
Honest_98,Honest_16,14,Honest
Honest_99,Honest_56,14,Honest
Honest_101,Honest_60,14,Honest
Honest_102,Sybil_37,14,Honest
Honest_103,Sybil_21,14,Honest
Honest_104,Honest_127,14,Honest
Honest_105,Honest_17,14,Honest
Honest_106,Honest_83,14,Honest
Honest_107,Honest_127,14,Honest
Honest_108,Honest_17,14,Honest
Honest_109,Honest_87,14,Honest
Honest_110,Honest_136,14,Honest
Honest_111,Honest_50,14,Honest
Honest_112,Honest_106,14,Honest
Honest_113,Honest_115,14,Honest
Honest_114,Honest_53,14,Honest
Honest_115,Honest_8,14,Honest
Honest_116,Smart_16,14,Honest
Honest_117,Honest_93,14,Honest
Honest_118,Honest_113,14,Honest
Honest_119,Sybil_34,14,Honest
Honest_120,Sybil_14,14,Honest
Honest_121,Honest_22,14,Honest
Honest_122,Honest_99,14,Honest
Honest_123,Sybil_25,14,Honest
Honest_124,Honest_47,14,Honest
Honest_125,Honest_46,14,Honest
Honest_126,Sybil_38,14,Honest
Honest_127,Sybil_13,14,Honest
Honest_128,Honest_121,14,Honest
Honest_129,Honest_2,14,Honest
Honest_130,Sybil_38,14,Honest
Honest_131,Smart_10,14,Honest
Honest_132,Honest_119,14,Honest
Honest_133,Sybil_22,14,Honest
Honest_134,Sybil_18,14,Honest
Honest_135,Smart_14,14,Honest
Honest_136,Smart_7,14,Honest
Honest_137,Honest_109,14,Honest
Honest_138,Smart_5,14,Honest
Honest_139,Honest_34,14,Honest
Smart_0,Smart_9,14,SmartCollusion
Smart_1,Smart_11,14,SmartCollusion
Smart_2,Honest_112,14,SmartCollusion
Smart_3,Honest_133,14,SmartCollusion
Smart_4,Smart_19,14,SmartCollusion
Smart_5,Smart_0,14,SmartCollusion
Smart_6,Smart_13,14,SmartCollusion
Smart_7,Smart_1,14,SmartCollusion
Smart_9,Smart_3,14,SmartCollusion
Smart_11,Smart_6,14,SmartCollusion
Smart_12,Smart_1,14,SmartCollusion
Smart_13,Smart_19,14,SmartCollusion
Smart_14,Smart_17,14,SmartCollusion
Smart_15,Honest_21,14,SmartCollusion
Smart_16,Honest_20,14,SmartCollusion
Smart_17,Smart_16,14,SmartCollusion
Smart_18,Honest_0,14,SmartCollusion
Smart_19,Smart_16,14,SmartCollusion
Honest_0,Sybil_15,15,Honest
Honest_1,Honest_63,15,Honest
Honest_2,Honest_135,15,Honest
Honest_3,Sybil_5,15,Honest
Honest_4,Honest_87,15,Honest
Honest_5,Sybil_15,15,Honest
Honest_6,Sybil_10,15,Honest
Honest_7,Honest_46,15,Honest
Honest_8,Honest_59,15,Honest
Honest_9,Sybil_22,15,Honest
Honest_10,Sybil_27,15,Honest
Honest_11,Honest_67,15,Honest
Honest_12,Sybil_35,15,Honest
Honest_13,Honest_6,15,Honest
Honest_14,Sybil_12,15,Honest
Honest_15,Smart_5,15,Honest
Honest_16,Sybil_30,15,Honest
Honest_17,Honest_25,15,Honest
Honest_18,Smart_9,15,Honest
Honest_19,Smart_2,15,Honest
Honest_20,Honest_27,15,Honest
Honest_21,Honest_20,15,Honest
Honest_22,Sybil_1,15,Honest
Honest_23,Sybil_1,15,Honest
Honest_24,Honest_86,15,Honest
Honest_25,Honest_77,15,Honest
Honest_26,Honest_21,15,Honest
Honest_27,Honest_100,15,Honest
Honest_28,Sybil_33,15,Honest
Honest_29,Honest_73,15,Honest
Honest_30,Smart_17,15,Honest
Honest_31,Honest_65,15,Honest
Honest_32,Honest_109,15,Honest
Honest_33,Honest_124,15,Honest
Honest_34,Honest_24,15,Honest
Honest_35,Honest_29,15,Honest
Honest_36,Sybil_35,15,Honest
Honest_37,Honest_64,15,Honest
Honest_38,Honest_106,15,Honest
Honest_39,Honest_47,15,Honest
Honest_40,Smart_1,15,Honest
Honest_41,Sybil_18,15,Honest
Honest_42,Sybil_25,15,Honest
Honest_43,Honest_119,15,Honest
Honest_44,Smart_0,15,Honest
Honest_45,Honest_74,15,Honest
Honest_46,Sybil_23,15,Honest
Honest_47,Smart_2,15,Honest
Honest_48,Honest_127,15,Honest
Honest_49,Honest_21,15,Honest
Honest_50,Honest_100,15,Honest
Honest_51,Honest_63,15,Honest
Honest_52,Honest_31,15,Honest
Honest_53,Honest_13,15,Honest
Honest_54,Honest_127,15,Honest
Honest_55,Sybil_10,15,Honest
Honest_56,Honest_47,15,Honest
Honest_57,Honest_100,15,Honest
Honest_58,Honest_113,15,Honest
Honest_59,Sybil_7,15,Honest
Honest_60,Sybil_0,15,Honest
Honest_61,Honest_53,15,Honest
Honest_62,Honest_36,15,Honest
Honest_63,Sybil_39,15,Honest
Honest_64,Honest_120,15,Honest
Honest_65,Sybil_39,15,Honest
Honest_66,Honest_17,15,Honest
Honest_67,Honest_104,15,Honest
Honest_68,Honest_9,15,Honest
Honest_69,Honest_118,15,Honest
Honest_70,Honest_126,15,Honest
Honest_71,Honest_9,15,Honest
Honest_72,Smart_15,15,Honest
Honest_73,Smart_15,15,Honest
Honest_74,Honest_103,15,Honest
Honest_75,Honest_86,15,Honest
Honest_76,Honest_47,15,Honest
Honest_77,Sybil_37,15,Honest
Honest_78,Sybil_22,15,Honest
Honest_79,Honest_47,15,Honest
Honest_80,Sybil_25,15,Honest
Honest_81,Honest_50,15,Honest
Honest_82,Honest_40,15,Honest
Honest_83,Honest_107,15,Honest
Honest_84,Honest_33,15,Honest
Honest_85,Honest_24,15,Honest
Honest_86,Honest_107,15,Honest
Honest_87,Honest_109,15,Honest
Honest_88,Sybil_9,15,Honest
Honest_89,Smart_13,15,Honest
Honest_90,Honest_17,15,Honest
Honest_91,Honest_61,15,Honest
Honest_92,Sybil_24,15,Honest
Honest_93,Honest_46,15,Honest
Honest_94,Honest_58,15,Honest
Honest_95,Smart_8,15,Honest
Honest_96,Honest_130,15,Honest
Honest_97,Honest_74,15,Honest
Honest_98,Smart_8,15,Honest
Honest_99,Sybil_6,15,Honest
Honest_100,Honest_57,15,Honest
Honest_101,Honest_117,15,Honest
Honest_102,Honest_18,15,Honest
Honest_103,Honest_88,15,Honest
Honest_104,Honest_126,15,Honest
Honest_105,Honest_110,15,Honest
Honest_106,Honest_113,15,Honest
Honest_107,Honest_19,15,Honest
Honest_108,Honest_57,15,Honest
Honest_109,Honest_99,15,Honest
Honest_110,Sybil_19,15,Honest
Honest_111,Honest_48,15,Honest
Honest_112,Honest_5,15,Honest
Honest_113,Honest_139,15,Honest
Honest_114,Sybil_35,15,Honest
Honest_115,Honest_14,15,Honest
Honest_116,Sybil_18,15,Honest
Honest_117,Sybil_6,15,Honest
Honest_118,Honest_26,15,Honest
Honest_119,Honest_86,15,Honest
Honest_120,Honest_135,15,Honest
Honest_121,Sybil_27,15,Honest
Honest_122,Sybil_5,15,Honest
Honest_123,Honest_3,15,Honest
Honest_124,Sybil_35,15,Honest
Honest_125,Honest_8,15,Honest
Honest_126,Honest_80,15,Honest
Honest_127,Honest_12,15,Honest
Honest_128,Honest_64,15,Honest
Honest_129,Honest_51,15,Honest
Honest_130,Honest_63,15,Honest
Honest_131,Honest_92,15,Honest
Honest_132,Honest_76,15,Honest
Honest_133,Honest_31,15,Honest
Honest_134,Honest_130,15,Honest
Honest_135,Sybil_37,15,Honest
Honest_136,Honest_101,15,Honest
Honest_137,Honest_65,15,Honest
Honest_138,Honest_81,15,Honest
Honest_139,Honest_122,15,Honest
Smart_0,Honest_22,15,SmartCollusion
Smart_1,Honest_19,15,SmartCollusion
Smart_2,Honest_65,15,SmartCollusion
Smart_3,Smart_14,15,SmartCollusion
Smart_4,Smart_13,15,SmartCollusion
Smart_5,Smart_13,15,SmartCollusion
Smart_6,Honest_118,15,SmartCollusion
Smart_7,Smart_3,15,SmartCollusion
Smart_8,Smart_14,15,SmartCollusion
Smart_9,Honest_95,15,SmartCollusion
Smart_10,Honest_42,15,SmartCollusion
Smart_11,Honest_135,15,SmartCollusion
Smart_12,Smart_4,15,SmartCollusion
Smart_13,Smart_10,15,SmartCollusion
Smart_14,Smart_12,15,SmartCollusion
Smart_17,Smart_5,15,SmartCollusion
Smart_18,Honest_125,15,SmartCollusion
Smart_19,Honest_29,15,SmartCollusion
Honest_0,Honest_22,16,Honest
Honest_1,Honest_87,16,Honest
Honest_2,Honest_93,16,Honest
Honest_3,Honest_19,16,Honest
Honest_4,Honest_70,16,Honest
Honest_5,Sybil_3,16,Honest
Honest_6,Honest_23,16,Honest
Honest_7,Honest_67,16,Honest
Honest_8,Honest_33,16,Honest
Honest_9,Sybil_39,16,Honest
Honest_10,Honest_102,16,Honest
Honest_11,Honest_95,16,Honest
Honest_12,Honest_61,16,Honest
Honest_13,Smart_11,16,Honest
Honest_14,Honest_33,16,Honest
Honest_15,Honest_91,16,Honest
Honest_16,Honest_69,16,Honest
Honest_17,Honest_30,16,Honest
Honest_18,Sybil_29,16,Honest
Honest_19,Honest_86,16,Honest
Honest_20,Honest_133,16,Honest
Honest_21,Honest_22,16,Honest
Honest_22,Honest_67,16,Honest
Honest_23,Sybil_9,16,Honest
Honest_24,Honest_18,16,Honest
Honest_25,Honest_71,16,Honest
Honest_26,Honest_81,16,Honest
Honest_27,Sybil_15,16,Honest
Honest_28,Honest_44,16,Honest
Honest_29,Honest_136,16,Honest
Honest_30,Honest_105,16,Honest
Honest_31,Honest_116,16,Honest
Honest_32,Sybil_39,16,Honest
Honest_33,Honest_52,16,Honest
Honest_34,Smart_7,16,Honest
Honest_35,Sybil_5,16,Honest
Honest_36,Honest_107,16,Honest
Honest_37,Sybil_37,16,Honest
Honest_38,Honest_69,16,Honest
Honest_39,Honest_1,16,Honest
Honest_40,Smart_4,16,Honest
Honest_41,Honest_2,16,Honest
Honest_42,Honest_0,16,Honest
Honest_43,Honest_3,16,Honest
Honest_44,Honest_0,16,Honest
Honest_45,Honest_44,16,Honest
Honest_46,Honest_125,16,Honest
Honest_47,Sybil_25,16,Honest
Honest_48,Honest_107,16,Honest
Honest_49,Sybil_25,16,Honest
Honest_50,Honest_6,16,Honest
Honest_51,Honest_104,16,Honest
Honest_52,Sybil_23,16,Honest
Honest_53,Smart_7,16,Honest
Honest_54,Honest_17,16,Honest
Honest_55,Honest_138,16,Honest
Honest_56,Honest_32,16,Honest
Honest_57,Sybil_20,16,Honest
Honest_58,Sybil_8,16,Honest
Honest_59,Honest_8,16,Honest
Honest_60,Honest_136,16,Honest
Honest_61,Honest_130,16,Honest
Honest_62,Honest_97,16,Honest
Honest_63,Sybil_22,16,Honest
Honest_64,Sybil_2,16,Honest
Honest_65,Honest_106,16,Honest
Honest_66,Honest_58,16,Honest
Honest_67,Honest_66,16,Honest
Honest_68,Honest_69,16,Honest
Honest_69,Honest_13,16,Honest
Honest_70,Honest_105,16,Honest
Honest_71,Honest_68,16,Honest
Honest_72,Honest_123,16,Honest
Honest_73,Sybil_27,16,Honest
Honest_74,Honest_105,16,Honest
Honest_75,Sybil_27,16,Honest
Honest_76,Honest_36,16,Honest
Honest_77,Honest_72,16,Honest
Honest_78,Honest_108,16,Honest
Honest_79,Honest_129,16,Honest
Honest_80,Sybil_14,16,Honest
Honest_81,Honest_117,16,Honest
Honest_82,Honest_52,16,Honest
Honest_83,Honest_104,16,Honest
Honest_84,Smart_9,16,Honest
Honest_85,Honest_112,16,Honest
Honest_86,Honest_115,16,Honest
Honest_87,Sybil_7,16,Honest
Honest_88,Honest_58,16,Honest
Honest_89,Honest_96,16,Honest
Honest_90,Honest_115,16,Honest
Honest_91,Sybil_7,16,Honest
Honest_92,Honest_42,16,Honest
Honest_93,Sybil_11,16,Honest
Honest_94,Honest_117,16,Honest
Honest_95,Honest_59,16,Honest
Honest_96,Smart_9,16,Honest
Honest_97,Honest_20,16,Honest
Honest_98,Honest_80,16,Honest
Honest_99,Honest_90,16,Honest
Honest_100,Honest_64,16,Honest
Honest_101,Honest_37,16,Honest
Honest_102,Honest_136,16,Honest
Honest_103,Honest_39,16,Honest
Honest_104,Smart_15,16,Honest
Honest_105,Sybil_37,16,Honest
Honest_106,Honest_26,16,Honest
Honest_107,Smart_7,16,Honest
Honest_108,Honest_68,16,Honest
Honest_109,Smart_9,16,Honest
Honest_110,Honest_120,16,Honest
Honest_111,Sybil_23,16,Honest
Honest_112,Honest_120,16,Honest
Honest_113,Sybil_24,16,Honest
Honest_114,Honest_47,16,Honest
Honest_115,Honest_41,16,Honest
Honest_116,Honest_62,16,Honest
Honest_117,Honest_78,16,Honest
Honest_118,Honest_58,16,Honest
Honest_119,Honest_87,16,Honest
Honest_120,Sybil_11,16,Honest
Honest_121,Honest_43,16,Honest
Honest_122,Honest_83,16,Honest
Honest_123,Honest_43,16,Honest
Honest_124,Honest_70,16,Honest
Honest_125,Honest_109,16,Honest
Honest_126,Honest_20,16,Honest
Honest_127,Smart_18,16,Honest
Honest_128,Honest_87,16,Honest
Honest_129,Honest_20,16,Honest
Honest_130,Smart_9,16,Honest
Honest_131,Sybil_21,16,Honest
Honest_132,Honest_2,16,Honest
Honest_133,Honest_20,16,Honest
Honest_134,Honest_132,16,Honest
Honest_135,Smart_5,16,Honest
Honest_136,Honest_57,16,Honest
Honest_137,Honest_131,16,Honest
Honest_138,Honest_118,16,Honest
Honest_139,Smart_18,16,Honest
Smart_0,Honest_54,16,SmartCollusion
Smart_1,Smart_16,16,SmartCollusion
Smart_3,Honest_53,16,SmartCollusion
Smart_4,Honest_124,16,SmartCollusion
Smart_5,Honest_125,16,SmartCollusion
Smart_6,Honest_36,16,SmartCollusion
Smart_7,Smart_17,16,SmartCollusion
Smart_8,Honest_59,16,SmartCollusion
Smart_9,Smart_18,16,SmartCollusion
Smart_10,Honest_84,16,SmartCollusion
Smart_11,Smart_17,16,SmartCollusion
Smart_12,Smart_9,16,SmartCollusion
Smart_13,Smart_18,16,SmartCollusion
Smart_14,Smart_3,16,SmartCollusion
Smart_15,Smart_13,16,SmartCollusion
Smart_16,Smart_12,16,SmartCollusion
Smart_17,Smart_1,16,SmartCollusion
Smart_18,Honest_88,16,SmartCollusion
Smart_19,Smart_6,16,SmartCollusion
Honest_0,Smart_2,17,Honest
Honest_1,Smart_13,17,Honest
Honest_2,Smart_19,17,Honest
Honest_3,Honest_17,17,Honest
Honest_4,Honest_117,17,Honest
Honest_5,Honest_105,17,Honest
Honest_6,Honest_86,17,Honest
Honest_7,Honest_64,17,Honest
Honest_8,Honest_21,17,Honest
Honest_9,Honest_106,17,Honest
Honest_10,Honest_138,17,Honest
Honest_11,Honest_138,17,Honest
Honest_12,Smart_19,17,Honest
Honest_13,Honest_52,17,Honest
Honest_14,Honest_24,17,Honest
Honest_15,Honest_19,17,Honest
Honest_16,Honest_28,17,Honest
Honest_17,Sybil_24,17,Honest
Honest_18,Honest_6,17,Honest
Honest_19,Honest_44,17,Honest
Honest_20,Honest_1,17,Honest
Honest_21,Sybil_23,17,Honest
Honest_22,Sybil_2,17,Honest
Honest_23,Smart_11,17,Honest
Honest_24,Honest_5,17,Honest
Honest_25,Honest_79,17,Honest
Honest_26,Smart_18,17,Honest
Honest_27,Honest_87,17,Honest
Honest_28,Honest_123,17,Honest
Honest_29,Honest_18,17,Honest
Honest_30,Honest_69,17,Honest
Honest_31,Honest_105,17,Honest
Honest_32,Smart_19,17,Honest
Honest_33,Honest_82,17,Honest
Honest_34,Honest_129,17,Honest
Honest_35,Honest_104,17,Honest
Honest_36,Sybil_4,17,Honest
Honest_37,Honest_129,17,Honest
Honest_38,Honest_78,17,Honest
Honest_39,Smart_8,17,Honest
Honest_40,Sybil_9,17,Honest
Honest_41,Honest_109,17,Honest
Honest_42,Sybil_5,17,Honest
Honest_43,Honest_97,17,Honest
Honest_44,Sybil_19,17,Honest
Honest_45,Sybil_36,17,Honest
Honest_46,Honest_1,17,Honest
Honest_47,Honest_122,17,Honest
Honest_48,Sybil_20,17,Honest
Honest_49,Honest_22,17,Honest
Honest_50,Honest_57,17,Honest
Honest_51,Honest_139,17,Honest
Honest_52,Honest_35,17,Honest
Honest_53,Sybil_8,17,Honest
Honest_54,Honest_64,17,Honest
Honest_55,Honest_117,17,Honest
Honest_56,Smart_7,17,Honest
Honest_57,Sybil_29,17,Honest
Honest_58,Honest_15,17,Honest
Honest_59,Honest_99,17,Honest
Honest_60,Sybil_37,17,Honest
Honest_61,Honest_66,17,Honest
Honest_62,Honest_121,17,Honest
Honest_63,Sybil_2,17,Honest
Honest_64,Honest_48,17,Honest
Honest_65,Honest_7,17,Honest
Honest_66,Sybil_21,17,Honest
Honest_67,Honest_55,17,Honest
Honest_68,Honest_102,17,Honest
Honest_69,Honest_113,17,Honest
Honest_70,Honest_129,17,Honest
Honest_71,Honest_94,17,Honest
Honest_72,Honest_117,17,Honest
Honest_73,Honest_129,17,Honest
Honest_74,Honest_0,17,Honest
Honest_75,Sybil_38,17,Honest
Honest_76,Smart_2,17,Honest
Honest_77,Honest_64,17,Honest
Honest_78,Honest_93,17,Honest
Honest_79,Sybil_33,17,Honest
Honest_80,Honest_86,17,Honest
Honest_81,Honest_106,17,Honest
Honest_82,Honest_119,17,Honest
Honest_83,Smart_13,17,Honest
Honest_84,Sybil_23,17,Honest
Honest_85,Honest_58,17,Honest
Honest_87,Honest_45,17,Honest
Honest_88,Honest_26,17,Honest
Honest_89,Honest_42,17,Honest
Honest_90,Honest_40,17,Honest
Honest_91,Honest_21,17,Honest
Honest_92,Honest_97,17,Honest
Honest_93,Honest_133,17,Honest
Honest_94,Honest_69,17,Honest
Honest_95,Sybil_9,17,Honest
Honest_96,Sybil_11,17,Honest
Honest_97,Honest_62,17,Honest
Honest_98,Honest_139,17,Honest
Honest_99,Honest_72,17,Honest
Honest_100,Smart_16,17,Honest
Honest_101,Honest_69,17,Honest
Honest_102,Honest_21,17,Honest
Honest_103,Honest_129,17,Honest
Honest_104,Honest_46,17,Honest
Honest_105,Sybil_6,17,Honest
Honest_106,Sybil_12,17,Honest
Honest_107,Smart_16,17,Honest
Honest_108,Honest_100,17,Honest
Honest_109,Honest_18,17,Honest
Honest_110,Honest_15,17,Honest
Honest_111,Honest_78,17,Honest
Honest_112,Honest_12,17,Honest
Honest_113,Smart_17,17,Honest
Honest_114,Honest_41,17,Honest
Honest_115,Smart_4,17,Honest
Honest_116,Honest_58,17,Honest
Honest_117,Honest_14,17,Honest
Honest_118,Sybil_25,17,Honest
Honest_119,Sybil_22,17,Honest
Honest_120,Sybil_18,17,Honest
Honest_121,Honest_40,17,Honest
Honest_122,Honest_84,17,Honest
